NAME_PART_1;NAME_PART_2;TEMPLATE_ID;TOURNAMENT_SEASON_ID;TOURNAMENT_STAGE_ID;EVENT_ID;UTIME;DATA;TIME;DATAPT;TIMEPT;DATABR;TIMEBR;STAGE_TYPE;STAGE;STAGE_START_TIME;GAME_TIME;HOME_PARTICIPANT_IDS;HOME_NAME;AWAY_PARTICIPANT_IDS;AWAY_NAME;BETFAIR_MO1FT;BETFAIR_MOXFT;BETFAIR_MO2FT;BETFAIR_MO1HT;BETFAIR_MOXHT;BETFAIR_MO2HT;BETFAIR_HOMEAWAY1FT;BETFAIR_HOMEAWAY2FT;BETFAIR_HOMEAWAY1HT;BETFAIR_HOMEAWAY2HT;BETFAIR_OV05FT;BETFAIR_UN05FT;BETFAIR_OV15FT;BETFAIR_UN15FT;BETFAIR_OV25FT;BETFAIR_UN25FT;BETFAIR_OV35FT;BETFAIR_UN35FT;BETFAIR_OV45FT;BETFAIR_UN45FT;BETFAIR_OV05HT;BETFAIR_UN05HT;BETFAIR_OV15HT;BETFAIR_UN15HT;BETFAIR_OV25HT;BETFAIR_UN25HT;BETFAIR_OV35HT;BETFAIR_UN35HT;BETFAIR_OV45HT;BETFAIR_UN45HT;BETFAIR_AH_M_4_1;BETFAIR_AH_M_4_2;BETFAIR_AH_M_375_1;BETFAIR_AH_M_375_2;BETFAIR_AH_M_35_1;BETFAIR_AH_M_35_2;BETFAIR_AH_M_325_1;BETFAIR_AH_M_325_2;BETFAIR_AH_M_3_1;BETFAIR_AH_M_3_2;BETFAIR_AH_M_275_1;BETFAIR_AH_M_275_2;BETFAIR_AH_M_25_1;BETFAIR_AH_M_25_2;BETFAIR_AH_M_225_1;BETFAIR_AH_M_225_2;BETFAIR_AH_M_2_1;BETFAIR_AH_M_2_2;BETFAIR_AH_M_175_1;BETFAIR_AH_M_175_2;BETFAIR_AH_M_15_1;BETFAIR_AH_M_15_2;BETFAIR_AH_M_125_1;BETFAIR_AH_M_125_2;BETFAIR_AH_M_1_1;BETFAIR_AH_M_1_2;BETFAIR_AH_M_075_1;BETFAIR_AH_M_075_2;BETFAIR_AH_M_05_1;BETFAIR_AH_M_05_2;BETFAIR_AH_M_025_1;BETFAIR_AH_M_025_2;BETFAIR_AH_0_1;BETFAIR_AH_0_2;BETFAIR_AH_P_025_1;BETFAIR_AH_P_025_2;BETFAIR_AH_P_05_1;BETFAIR_AH_P_05_2;BETFAIR_AH_P_075_1;BETFAIR_AH_P_075_2;BETFAIR_AH_P_1_1;BETFAIR_AH_P_1_2;BETFAIR_AH_P_125_1;BETFAIR_AH_P_125_2;BETFAIR_AH_P_15_1;BETFAIR_AH_P_15_2;BETFAIR_AH_P_175_1;BETFAIR_AH_P_175_2;BETFAIR_AH_P_2_1;BETFAIR_AH_P_2_2;BETFAIR_AH_P_225_1;BETFAIR_AH_P_225_2;BETFAIR_AH_P_25_1;BETFAIR_AH_P_25_2;BETFAIR_AH_P_275_1;BETFAIR_AH_P_275_2;BETFAIR_AH_P_3_1;BETFAIR_AH_P_3_2;BETFAIR_AH_P_325_1;BETFAIR_AH_P_325_2;BETFAIR_AH_P_35_1;BETFAIR_AH_P_35_2;BETFAIR_AH_P_375_1;BETFAIR_AH_P_375_2;BETFAIR_AH_P_4_1;BETFAIR_AH_P_4_2;BETFAIR_AH_M_4_1_HT;BETFAIR_AH_M_4_2_HT;BETFAIR_AH_M_375_1_HT;BETFAIR_AH_M_375_2_HT;BETFAIR_AH_M_35_1_HT;BETFAIR_AH_M_35_2_HT;BETFAIR_AH_M_325_1_HT;BETFAIR_AH_M_325_2_HT;BETFAIR_AH_M_3_1_HT;BETFAIR_AH_M_3_2_HT;BETFAIR_AH_M_275_1_HT;BETFAIR_AH_M_275_2_HT;BETFAIR_AH_M_25_1_HT;BETFAIR_AH_M_25_2_HT;BETFAIR_AH_M_225_1_HT;BETFAIR_AH_M_225_2_HT;BETFAIR_AH_M_2_1_HT;BETFAIR_AH_M_2_2_HT;BETFAIR_AH_M_175_1_HT;BETFAIR_AH_M_175_2_HT;BETFAIR_AH_M_15_1_HT;BETFAIR_AH_M_15_2_HT;BETFAIR_AH_M_125_1_HT;BETFAIR_AH_M_125_2_HT;BETFAIR_AH_M_1_1_HT;BETFAIR_AH_M_1_2_HT;BETFAIR_AH_M_075_1_HT;BETFAIR_AH_M_075_2_HT;BETFAIR_AH_M_05_1_HT;BETFAIR_AH_M_05_2_HT;BETFAIR_AH_M_025_1_HT;BETFAIR_AH_M_025_2_HT;BETFAIR_AH_0_1_HT;BETFAIR_AH_0_2_HT;BETFAIR_AH_P_025_1_HT;BETFAIR_AH_P_025_2_HT;BETFAIR_AH_P_05_1_HT;BETFAIR_AH_P_05_2_HT;BETFAIR_AH_P_075_1_HT;BETFAIR_AH_P_075_2_HT;BETFAIR_AH_P_1_1_HT;BETFAIR_AH_P_1_2_HT;BETFAIR_AH_P_125_1_HT;BETFAIR_AH_P_125_2_HT;BETFAIR_AH_P_15_1_HT;BETFAIR_AH_P_15_2_HT;BETFAIR_AH_P_175_1_HT;BETFAIR_AH_P_175_2_HT;BETFAIR_AH_P_2_1_HT;BETFAIR_AH_P_2_2_HT;BETFAIR_AH_P_225_1_HT;BETFAIR_AH_P_225_2_HT;BETFAIR_AH_P_25_1_HT;BETFAIR_AH_P_25_2_HT;BETFAIR_AH_P_275_1_HT;BETFAIR_AH_P_275_2_HT;BETFAIR_AH_P_3_1_HT;BETFAIR_AH_P_3_2_HT;BETFAIR_AH_P_325_2_HT;BETFAIR_AH_P_325_1_HT;BETFAIR_AH_P_35_1_HT;BETFAIR_AH_P_35_2_HT;BETFAIR_AH_P_375_1_HT;BETFAIR_AH_P_375_2_HT;BETFAIR_AH_P_4_1_HT;BETFAIR_AH_P_4_2_HT;BETFAIR_EH_M_4_1;BETFAIR_EH_M_4_X;BETFAIR_EH_M_4_2;BETFAIR_EH_M_3_1;BETFAIR_EH_M_3_X;BETFAIR_EH_M_3_2;BETFAIR_EH_M_2_1;BETFAIR_EH_M_2_X;BETFAIR_EH_M_2_2;BETFAIR_EH_M_1_1;BETFAIR_EH_M_1_X;BETFAIR_EH_M_1_2;BETFAIR_EH_P_1_1;BETFAIR_EH_P_1_X;BETFAIR_EH_P_1_2;BETFAIR_EH_P_2_1;BETFAIR_EH_P_2_X;BETFAIR_EH_P_2_2;BETFAIR_EH_P_3_1;BETFAIR_EH_P_3_X;BETFAIR_EH_P_3_2;BETFAIR_EH_P_4_1;BETFAIR_EH_P_4_X;BETFAIR_EH_P_4_2;BETFAIR_EH_M_4_1_HT;BETFAIR_EH_M_4_X_HT;BETFAIR_EH_M_4_2_HT;BETFAIR_EH_M_3_1_HT;BETFAIR_EH_M_3_X_HT;BETFAIR_EH_M_3_2_HT;BETFAIR_EH_M_2_1_HT;BETFAIR_EH_M_2_X_HT;BETFAIR_EH_M_2_2_HT;BETFAIR_EH_M_1_1_HT;BETFAIR_EH_M_1_X_HT;BETFAIR_EH_M_1_2_HT;BETFAIR_EH_P_1_1_HT;BETFAIR_EH_P_1_X_HT;BETFAIR_EH_P_1_2_HT;BETFAIR_EH_P_2_1_HT;BETFAIR_EH_P_2_X_HT;BETFAIR_EH_P_2_2_HT;BETFAIR_EH_P_3_1_HT;BETFAIR_EH_P_3_X_HT;BETFAIR_EH_P_3_2_HT;BETFAIR_EH_P_4_1_HT;BETFAIR_EH_P_4_X_HT;BETFAIR_EH_P_4_2_HT;BETFAIR_DC_1X;BETFAIR_DC_12;BETFAIR_DC_X2;BETFAIR_DC_1X_HT;BETFAIR_DC_12_HT;BETFAIR_DC_X2_HT;BETFAIR_HT_FT_11;BETFAIR_HT_FT_1X;BETFAIR_HT_FT_12;BETFAIR_HT_FT_X1;BETFAIR_HT_FT_XX;BETFAIR_HT_FT_X2;BETFAIR_HT_FT_21;BETFAIR_HT_FT_2X;BETFAIR_HT_FT_22;BETFAIR_CS_00;BETFAIR_CS_01;BETFAIR_CS_02;BETFAIR_CS_10;BETFAIR_CS_11;BETFAIR_CS_12;BETFAIR_CS_20;BETFAIR_CS_21;BETFAIR_CS_22;BETFAIR_CS_30;BETFAIR_CS_31;BETFAIR_CS_32;BETFAIR_CS_00_HT;BETFAIR_CS_01_HT;BETFAIR_CS_02_HT;BETFAIR_CS_10_HT;BETFAIR_CS_11_HT;BETFAIR_CS_12_HT;BETFAIR_CS_20_HT;BETFAIR_CS_21_HT;BETFAIR_CS_22_HT;BETFAIR_CS_30_HT;BETFAIR_CS_31_HT;BETFAIR_CS_32_HT;BETFAIR_BTTS_Y;BETFAIR_BTTS_N;BETFAIR_BTTS_Y_HT;BETFAIR_BTTS_N_HT;CV_HDA_BETFAIR;CV_HDA_M_BETFAIR;CV_HDA_A_BETFAIR;CV_HDA_P_BETFAIR;CV_HDA_D_BETFAIR;CV_HDA_O_BETFAIR;CV_HDA_S_BETFAIR
Brazil;Paulista A3;39_Eo1Qi0kU;MDk3Bph1;Mg24od18;SvCs7zho;1706135400;2024-01-24;22:30;2024-01-24;22:30;2024-01-24;19:30;SCHEDULED;SCHEDULED;;-1;A3INsAsC;Votuporanguense;6krhTHxB;Gremio Prudente;2.9;3.0;2.3;3.6;2.0;3.0;;;;;1.07;8.0;1.36;3.1;2.1;1.65;4.1;1.22;8.5;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;13.0;23.0;6.5;4.5;5.5;26.0;13.0;3.75;7.0;6.5;9.0;7.0;5.0;7.5;12.0;9.0;11.0;26.0;21.0;31.0;;;;;;;;;;;;;1.83;1.91;;;0.11309290848165496;0.12226445490533017;0.13607343382017506;0.13600819633749409;0.1360734338201751;0.1301742036047818;0.13236778650727288
Brazil;Paulista A3;39_Eo1Qi0kU;MDk3Bph1;Mg24od18;G0hxTHE4;1706133600;2024-01-24;22:00;2024-01-24;22:00;2024-01-24;19:00;SCHEDULED;SCHEDULED;;-1;UcbefG6J;Itapirense;SOH76S8I;EC Sao Bernardo;2.63;2.8;2.63;3.5;1.91;3.4;;;;;1.1;6.5;1.44;2.7;2.4;1.5;5.0;1.17;11.0;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5;12.0;26.0;6.0;4.0;6.0;31.0;12.0;4.5;6.0;6.0;9.5;6.0;5.0;8.5;10.0;9.0;13.0;23.0;21.0;36.0;;;;;;;;;;;;;2.0;1.75;;;0.02982832575724889;0.029212187801145383;0.032647515698455504;0.03246275003225892;0.03264751569845535;0.030996365793091583;0.031712586205132544
Brazil;Paulista A3;39_Eo1Qi0kU;MDk3Bph1;Mg24od18;fo4TUwph;1706130000;2024-01-24;21:00;2024-01-24;21:00;2024-01-24;18:00;SCHEDULED;SCHEDULED;;-1;rw99Os3c;Bragantino II;4CAO9RTb;Matonense;1.62;3.6;4.75;2.2;2.1;5.0;;;;;1.06;9.0;1.3;3.4;1.95;1.75;3.5;1.29;7.5;1.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;13.0;41.0;4.33;5.0;10.0;20.0;14.0;8.5;8.0;11.0;21.0;5.5;6.0;13.0;6.5;6.5;12.0;10.0;11.0;21.0;;;;;;;;;;;;;1.87;1.87;;;0.3889787462704296;0.4830711476978048;0.5340776853851948;0.5375964310988105;0.5340776853851948;0.5165411804702176;0.5205666491525935
Brazil;Paulista A3;39_Eo1Qi0kU;MDk3Bph1;Mg24od18;OQepReqH;1706119200;2024-01-24;18:00;2024-01-24;18:00;2024-01-24;15:00;SCHEDULED;SCHEDULED;;-1;rybOOWJ6;Uniao Sao Joao;6sGloXuj;Lemense;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brazil;Paulista A3;39_Eo1Qi0kU;MDk3Bph1;Mg24od18;xAgYTcab;1706119200;2024-01-24;18:00;2024-01-24;18:00;2024-01-24;15:00;SCHEDULED;SCHEDULED;;-1;noXm1KD7;Rio Preto;MRDsXMKF;Marilia;6.0;3.8;1.47;6.0;2.1;2.1;;;;;1.06;8.5;1.36;3.1;2.1;1.65;4.1;1.22;8.5;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.0;15.0;20.0;13.0;5.0;4.0;56.0;14.0;2.3;7.5;4.5;5.5;11.0;6.5;6.5;26.0;17.0;17.0;101.0;61.0;71.0;;;;;;;;;;;;;2.2;1.62;;;0.49235632102020227;0.6023299130557824;0.668644430873417;0.6741711541366824;0.6686444308734169;0.6469590619211666;0.6509663007053853
Brazil;Paulista A2;39_WCjg6kgT;js3UwsNL;fJz16gcp;GIwkLzSP;1706137200;2024-01-24;23:00;2024-01-24;23:00;2024-01-24;20:00;SCHEDULED;SCHEDULED;;-1;SWqdMeSE;Piracicaba;tQ88OG0l;Oeste;2.1;3.0;3.3;2.8;1.91;4.0;;;;;1.07;8.0;1.4;2.88;2.2;1.6;4.33;1.2;9.0;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;13.0;34.0;5.0;4.33;7.5;23.0;13.0;5.5;6.5;8.0;13.0;5.5;5.0;9.5;8.0;7.5;12.0;15.0;15.0;26.0;;;;;;;;;;;;;1.91;1.83;;;0.18210783977117087;0.20360273076966734;0.22651905544504117;0.22680824945777778;0.22651905544504108;0.21717246650779712;0.22038807280714656
Brazil;Paulista A2;39_WCjg6kgT;js3UwsNL;fJz16gcp;Mafn1Fzf;1706135400;2024-01-24;22:30;2024-01-24;22:30;2024-01-24;19:30;SCHEDULED;SCHEDULED;;-1;lMEsxY5L;Linense;C0y7jP4q;Comercial;2.1;3.0;3.3;2.8;1.91;4.0;;;;;1.07;8.0;1.4;2.88;2.2;1.6;4.33;1.2;9.0;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;13.0;34.0;5.0;4.33;7.5;23.0;13.0;5.5;6.5;8.0;13.0;5.5;5.0;9.5;8.0;7.5;12.0;15.0;15.0;26.0;;;;;;;;;;;;;1.91;1.83;;;0.18210783977117087;0.20360273076966734;0.22651905544504117;0.22680824945777778;0.22651905544504108;0.21717246650779712;0.22038807280714656
Brazil;Paulista A2;39_WCjg6kgT;js3UwsNL;fJz16gcp;ALnabDKC;1706133600;2024-01-24;22:00;2024-01-24;22:00;2024-01-24;19:00;SCHEDULED;SCHEDULED;;-1;pAPVj72I;Ferroviaria;v7IWx6eK;Sao Bento;2.1;3.0;3.3;2.8;1.91;4.2;;;;;1.07;8.0;1.4;2.88;2.25;1.57;4.5;1.2;9.0;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;12.0;36.0;5.0;4.33;7.5;23.0;13.0;6.0;6.5;7.5;13.0;5.5;5.0;10.0;8.0;7.5;13.0;15.0;15.0;26.0;;;;;;;;;;;;;1.95;1.8;;;0.18210783977117087;0.20360273076966734;0.22651905544504117;0.22680824945777778;0.22651905544504108;0.21717246650779712;0.22038807280714656
Brazil;Paulista A3;39_Eo1Qi0kU;MDk3Bph1;Mg24od18;pzctSyUA;1706133600;2024-01-24;22:00;2024-01-24;22:00;2024-01-24;19:00;SCHEDULED;SCHEDULED;;-1;6LAp6FQs;Sertaozinho;h8omBq66;Uniao Suzano;3.0;3.0;2.2;3.6;2.0;2.88;;;;;1.07;8.0;1.36;3.1;2.1;1.65;4.1;1.22;8.0;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;13.0;23.0;7.0;4.5;5.5;26.0;13.0;3.75;7.0;6.5;9.0;7.5;5.0;7.5;12.0;9.0;11.0;26.0;21.0;31.0;;;;;;;;;;;;;1.83;1.91;;;0.1379720548656678;0.15288795268898325;0.17141982574219336;0.17162798183583775;0.17141982574219325;0.16379243380386263;0.16643522491370505
Brazil;Mineiro;39_MPE3SUM5;EB0cILVk;j9MF0bL4;GQBxs2PL;1706137200;2024-01-24;23:00;2024-01-24;23:00;2024-01-24;20:00;SCHEDULED;SCHEDULED;;-1;INXlw5Bp;Athletic Club;U7TfIXUu;Ipatinga;1.3;4.6;8.0;1.83;2.25;8.0;;;;;1.05;10.0;1.3;3.4;1.95;1.75;3.5;1.29;8.0;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.05;1.14;3.1;;;;1.91;17.0;81.0;3.75;6.0;15.0;21.0;20.0;14.0;8.5;15.0;41.0;4.5;7.5;23.0;4.5;7.0;20.0;7.0;10.0;26.0;2.8;10.0;67.0;3.0;10.0;61.0;6.5;20.0;126.0;23.0;71.0;476.0;2.38;1.53;;;0.5903665680267236;0.7676040010652638;0.853285551351395;0.8648835135282559;0.853285551351395;0.8298927686252354;0.8304696172460421
Brazil;Paranaense;39_pScFgSj2;pp0Mu3h9;xlm9EHk4;WrsOlu6H;1706133600;2024-01-24;22:00;2024-01-24;22:00;2024-01-24;19:00;SCHEDULED;SCHEDULED;;-1;UoAxb1Tq;Athletico-PR;A3Optsac;Maringa FC;1.36;4.75;5.5;1.91;2.25;6.5;;;;;1.03;12.0;1.25;3.8;1.8;1.91;3.25;1.33;6.5;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;13.0;51.0;4.0;6.0;13.0;19.0;15.0;12.0;10.0;14.0;34.0;5.0;7.0;15.0;5.5;6.0;14.0;8.5;9.5;18.0;;;;;;;;;;;;;1.87;1.87;;;0.46538895251617696;0.6768513730630759;0.7632437450540989;0.776833863599645;0.7632437450540989;0.7410114198760007;0.7403717972709476
Brazil;Mineiro;39_MPE3SUM5;EB0cILVk;j9MF0bL4;fHAttMvS;1706133600;2024-01-24;22:00;2024-01-24;22:00;2024-01-24;19:00;SCHEDULED;SCHEDULED;;-1;bo9r6pAI;Tombense;GpFSep0a;Uberlandia;1.65;3.3;5.0;2.3;2.0;5.5;;;;;1.07;8.0;1.4;2.88;2.2;1.6;4.33;1.2;8.5;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.13;1.25;2.1;;;;2.63;14.0;46.0;4.2;5.0;11.0;21.0;14.0;9.0;7.0;10.0;21.0;5.0;6.0;14.0;6.0;7.0;15.0;10.0;12.0;26.0;2.6;7.0;36.0;3.5;8.5;46.0;9.0;21.0;101.0;36.0;101.0;476.0;2.05;1.73;;;0.41236659776740997;0.46618139368833145;0.5170375457270585;0.518859238434983;0.5170375457270585;0.4978522641177885;0.5034163457783126
Brazil;Catarinense;39_jLpRXTi3;QymqR5gc;ANzj0w47;zkcWJqgA;1706142600;2024-01-25;00:30;2024-01-25;00:30;2024-01-24;21:30;SCHEDULED;SCHEDULED;;-1;4WlWHbGF;Marcilio Dias;ITqbC964;Inter de Lages;1.62;4.0;4.2;2.2;2.2;5.0;;;;;1.03;12.0;1.22;4.1;1.73;2.0;3.1;1.36;6.0;1.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6;13.0;34.0;4.5;6.0;10.0;17.0;14.0;8.5;10.0;12.0;23.0;6.0;6.0;11.0;7.0;6.0;11.0;11.0;10.0;15.0;;;;;;;;;;;;;1.67;2.15;;;0.3580237210217118;0.4776978101705462;0.5280372178560665;0.5325490273241814;0.5280372178560667;0.5117494784264393;0.5147837409745107
Brazil;Catarinense;39_jLpRXTi3;QymqR5gc;ANzj0w47;rF0vINNM;1706139000;2024-01-24;23:30;2024-01-24;23:30;2024-01-24;20:30;SCHEDULED;SCHEDULED;;-1;MkwKrigb;Brusque;jcQV3XP6;Chapecoense-SC;2.4;3.0;2.75;3.2;1.91;3.6;;;;;1.07;8.0;1.4;2.88;2.25;1.57;4.5;1.2;9.0;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.2;12.0;26.0;5.5;4.33;6.5;26.0;13.0;4.5;6.5;6.5;11.0;6.0;5.0;8.5;9.5;7.5;12.0;21.0;18.0;26.0;;;;;;;;;;;;;1.87;1.87;;;0.0905817365658491;0.09277674623799906;0.10331955831049897;0.10299414655208289;0.10331955831049897;0.09852011344853186;0.10047271348104754
Brazil;Catarinense;39_jLpRXTi3;QymqR5gc;ANzj0w47;GnsVL5Oc;1706133600;2024-01-24;22:00;2024-01-24;22:00;2024-01-24;19:00;SCHEDULED;SCHEDULED;;-1;ERmKfnA2;Concordia;48b7cubd;Criciuma;5.0;3.5;1.6;5.5;2.0;2.25;;;;;1.06;8.5;1.36;3.1;2.1;1.65;4.33;1.2;8.5;1.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.5;15.0;20.0;11.0;5.0;4.2;56.0;14.0;2.6;7.5;4.5;6.0;10.0;6.0;6.0;23.0;14.0;14.0;76.0;51.0;61.0;;;;;;;;;;;;;2.0;1.75;;;0.41324033177641994;0.49565684340407506;0.550533136780955;0.553947878392052;0.5505331367809548;0.5312861142692185;0.5359053689400004
Brazil;Carioca - Taca Guanabara;39_IHuPOQcm;4rfjJgzi;pSunB3C8;WAaB8hJI;1706142600;2024-01-25;00:30;2024-01-25;00:30;2024-01-24;21:30;SCHEDULED;SCHEDULED;;-1;44Yk0IJR;Boavista;jXzWoWa5;Botafogo RJ;8.5;4.33;1.3;8.0;2.2;1.83;;;;;1.05;9.0;1.3;3.4;1.95;1.75;3.8;1.25;8.0;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.14;1.04;;;;14.0;20.0;21.0;14.0;6.0;3.75;76.0;15.0;2.0;8.5;4.5;5.0;15.0;7.0;6.5;41.0;21.0;21.0;176.0;91.0;91.0;2.75;3.1;7.0;10.0;9.5;20.0;56.0;71.0;126.0;501.0;501.0;501.0;2.3;1.57;;;0.626675925673699;0.7628473097470799;0.8527295729993378;0.8636257962575394;0.8527295729993378;0.8270828495988307;0.8285080281723858
